company_code,short_name,country,isin_code,sector_group,sector,share_currency,reference_currency
5065,Titon Hldg,UK,GB0008941402,industrial,building and construction materials,GBP,GBP
5066,MPAC Group,UK,GB0005991111,industrial,power nuclear and heavy engineering,GBP,GBP
5067,Columbus Energy,UK,GB00BDGJ2R22,conglomerates,sector holding companies,GBP,GBP
5068,Premier African,South Africa,VGG7223M1005,primary production,metals and minerals mining and exploration,GBP,USD
5069,Independent Oil,UK,GB00BF49WF64,industrial,oil and gas drilling and exploration,GBP,GBP
5070,Collagen Sols,UK,GB00B94T6Y14,healthcare,healthcare products,GBP,GBP
5071,Location Sci,UK,GB00BGT36S19,IT,search cloud and integrated IT services,GBP,GBP
5073,Pantoro,Australia,AU000000PNR8,primary production,metals and minerals mining and exploration,AUD,AUD
5074,Cloudcall,UK,GB00B4XS5145,IT,search cloud and integrated IT services,GBP,GBP
5076,CH Bailey,UK,GB00B6SCF932,conglomerates,sector holding companies,GBP,GBP
5077,RTC,UK,GB0002920121,services,HR and recruitment,GBP,GBP
5078,IXICO,UK,GB00BCLY7L40,healthcare,pharmaceuticals and biosciences,GBP,GBP
5079,APC Tech,UK,GB0000373984,electrical electronic,electronic components,GBP,GBP
5080,Byotrol,UK,GB00B0999995,chemicals,specialist chemicals,GBP,GBP
5081,Hardide,UK,GB00B069T034,chemicals,paints and coatings,GBP,GBP
5082,Ncondezi Energy,South Africa,VGG640631039,utilities,electricity distribution and generation,GBP,USD
5083,Leeds,UK,GB0005100606,transport,transport logistics and distribution,GBP,GBP
5084,Cap,Australia,AU0000XINAS1,electrical electronic,electronic components,GBP,AUD
5085,Norish,Ireland,IE0006447985,transport,transport logistics and distribution,GBP,GBP
5086,TyraTech Inc,USA,USU890581080,chemicals,agricultural chemicals and fertilisers,GBP,USD
5087,Intelli Ultra,UK,GB00BN791Q39,healthcare,medical equipment,GBP,GBP
5088,Mi,UK,GB00B0N59376,IT,software providers,GBP,GBP
5089,Surgical Innov,UK,GB0004016704,healthcare,medical equipment,GBP,GBP
5090,Scotgold Res,Australia,AU000000SGZ9,primary production,metals and minerals mining and exploration,GBP,AUD
5091,Albert Techno,Israel,IL0011354904,media publishing,advertising — marketing — media — e—commerce,GBP,USD
5093,Altona Energy,UK,GB00B06GJT32,primary production,metals and minerals mining and exploration,GBP,GBP
5094,Gfinity plc,UK,GB00BT9QD572,consumer,hotels travel gambling and leisure,GBP,GBP
5095,Kakuzi,Kenya,KE0000000281,primary production,agribusiness agriculture and fishing,GBP,KES
5097,Nautilus Marine,UK,GB0031461949,primary production,oil and gas,GBP,USD
5098,Manx Financial,UK,IM00B28ZPX83,services,financial services,GBP,GBP
5099,Monreal,UK,GB00BYT56612,utilities,electricity distribution and generation,GBP,EUR
5100,600 Group,UK,GB0008121641,industrial,industrial equipment and light machinery,GBP,GBP
5101,Surface Transfo,UK,GB0002892528,vehicles,auto parts and components,GBP,GBP
5102,cloudBuy Plc,UK,GB00B09Y8Y28,IT,software providers,GBP,GBP
5103,7digital,UK,GB00BMH46555,media publishing,advertising — marketing — media — e—commerce,GBP,GBP
5105,Checkit Plc,UK,GB00B0C5RG72,electrical electronic,electronic components,GBP,GBP
5106,IndigoVision,UK,GB0032654534,welfare and community,security products and services,GBP,USD
5107,Genedrive,UK,GB00B1VKB244,healthcare,pharmaceuticals and biosciences,GBP,GBP
5108,Polo Res,South Africa,VGG6844A1158,services,financial services,GBP,GBP
5109,IronRidge Res,Australia,AU0000XINEX3,primary production,metals and minerals mining and exploration,GBP,AUD
5110,Pittards,UK,GB00BHB1XR83,consumer,clothing and shoe manufacturers,GBP,GBP
5111,Attraqt,UK,GB00BMJJFZ18,IT,software providers,GBP,GBP
5112,Vipera,UK,GB00B5M62J37,IT,software providers,GBP,GBP
5113,Brighton Pier,UK,GB00BG49KW66,consumer,hotels travel gambling and leisure,GBP,GBP
5116,Ariana Res,UK,GB00B085SD50,primary production,metals and minerals mining and exploration,GBP,GBP
5117,Heavitree,UK,GB0004182506,consumer,hotels travel gambling and leisure,GBP,GBP
5119,Airea,UK,GB0008123027,industrial,building and construction materials,GBP,GBP
5120,Getech,UK,GB00B0HZVP95,industrial,oil and gas equipment and services,GBP,GBP
5121,Spectra Systems,USA,US84756T1060,IT,software providers,GBP,USD
5122,Caribbean Inv,Belize,BZP211481049,services,financial services,GBP,USD
5123,Savannah Res,UK,GB00B647W791,primary production,metals and minerals mining and exploration,GBP,GBP
5124,Thalassa Hldg,UK,VGG878801031,industrial,oil and gas equipment and services,GBP,USD
5125,United Carpets,UK,GB00B05J4D26,consumer,diversified wholesale and retail,GBP,GBP
5126,Northamber,UK,GB00B2Q99X01,consumer,diversified wholesale and retail,GBP,GBP
5127,Safeland,UK,GB0007667008,real estate,real estate services,GBP,GBP
5128,Argos Res,Falkland Islands,FK0114538241,industrial,oil and gas drilling and exploration,GBP,USD
5129,Eurasia Mining,UK,GB0003230421,primary production,metals and minerals mining and exploration,GBP,GBP
5130,SimiGon Ltd,Israel,IL0010991185,IT,software providers,GBP,USD
5133,Avocet Mining,UK,GB00BZBVR613,primary production,metals and minerals mining and exploration,GBP,USD
5134,Service Point,Spain,ES0143421G11,media publishing,publishing and printing,EUR,EUR
5135,Plaza Centers,Netherlands,NL0000686772,real estate,retail and malls real estate,GBP,EUR
5136,DeepMatter,UK,GB00B29YYY86,chemicals,chemicals and petrochemicals,GBP,GBP
5137,Tlou Energy,Australia,AU000000TOU2,utilities,electricity distribution and generation,GBP,AUD
5138,Hydrogen,UK,GB00B1DJTV45,services,HR and recruitment,GBP,GBP
5141,Frontier IP,UK,GB00B63PS212,services,professional services and consulting,GBP,GBP
5142,Zanaga Iron,UK,VGG9888M1023,primary production,metals and minerals mining and exploration,GBP,USD
5143,Pennant Intl,UK,GB0002570660,IT,search cloud and integrated IT services,GBP,GBP
5144,Tethys Petro,UK,KYG876361091,industrial,oil and gas drilling and exploration,GBP,USD
5145,Fishing Rep,UK,GB00BY7RY763,consumer,diversified wholesale and retail,GBP,GBP
5146,Enteq Upstream,UK,GB00B41Q8Q68,industrial,oil and gas equipment and services,GBP,USD
5147,Tern Plc,UK,GB00BFPMV798,conglomerates,sector holding companies,GBP,GBP
5148,Orosur Mining,Canada,CA6871961059,primary production,metals and minerals mining and exploration,GBP,USD
5150,Goldplat,UK,GB00B0HCWM45,primary production,metals and minerals mining and exploration,GBP,GBP
5151,Rurelec,UK,GB00B01XPW41,utilities,electricity distribution and generation,GBP,GBP
5152,St Peter,UK,GG00B1V4NS68,services,financial services,GBP,GBP
5153,Peet Ltd,Australia,AU000000PPC5,real estate,residential real estate,AUD,AUD
5154,European Metals,Australia,VGG3191T1021,primary production,metals and minerals mining and exploration,GBP,AUD
5155,Stewart &,UK,GB0008556192,conglomerates,sector holding companies,GBP,GBP
5156,Defenx,UK,GB00BYNF4J61,IT,software providers,GBP,EUR
5157,TechFinancials,UK,VGG870911077,IT,software providers,GBP,USD
5158,Microsaic Sys,UK,GB00B547ZY09,electrical electronic,electronic components,GBP,GBP
5160,Enwell Energy,UK,GB0031775819,primary production,oil and gas,GBP,USD
5161,HaloSource Inc,USA,US40638H1086,utilities,gas and water utilities,GBP,USD
5162,Mobile Tornado,UK,GB00B01RQV23,IT,software providers,GBP,GBP
5163,Northern Bear,UK,GB00B19FLM15,construction,construction — industrial and diversified,GBP,GBP
5164,Bisichi Mining,UK,GB0001012045,primary production,metals and minerals mining and exploration,GBP,GBP
5165,Cambridge Cogn,UK,GB00B8DV9647,healthcare,medical equipment,GBP,GBP
5166,Utilico Emg,Bermuda,BMG931071374,services,financial services,GBP,GBP
5167,Zinc Media Grp,UK,GB00BX7RGN99,consumer,entertainment and broadcasting,GBP,GBP
5168,Reach4Ent,UK,GB00B1HLCW86,consumer,entertainment and broadcasting,GBP,GBP
5169,Iofina,UK,GB00B2QL5C79,conglomerates,diversified conglomerates,GBP,USD
5170,Croma Security,UK,GB00B5MJV178,welfare and community,security products and services,GBP,GBP
5171,Oriole Res,UK,GB00B0T29327,primary production,metals and minerals mining and exploration,GBP,GBP
5172,Baron Oil,UK,GB00B01QGH57,industrial,oil and gas drilling and exploration,GBP,GBP
5173,Rosslyn Data,UK,GB00BKX5CP01,IT,software providers,GBP,GBP
5174,Tri,UK,GB0033646281,primary production,metals and minerals mining and exploration,GBP,GBP
5175,Decmil Group,Australia,AU000000DCG0,construction,construction — industrial and diversified,AUD,AUD
5176,OKYO Pharma,UK,GG00BD3FV870,primary production,metals and minerals mining and exploration,GBP,GBP
5177,Samuel Heath,UK,GB0004178710,industrial,building and construction materials,GBP,GBP
5178,TF & JH Braime,UK,GB0001185270,industrial,building and construction materials,GBP,GBP
5179,Borders &,UK,GB00B08F4599,industrial,oil and gas drilling and exploration,GBP,USD
5180,Stilo Intl,UK,GB0009597484,IT,software providers,GBP,GBP
5181,Haynes Publish,UK,GB0004160833,media publishing,publishing and printing,GBP,GBP
5183,Westminster,UK,GB00B1XLC220,welfare and community,security products and services,GBP,GBP
5185,Akers Bio,USA,US00973E1029,healthcare,healthcare products,GBP,USD
5186,Scientific Digi,UK,GB00B3FBWW43,healthcare,healthcare products,GBP,GBP
5187,ADVFN,UK,GB00BPT24C10,services,financial services,GBP,GBP
5188,Amphion Innov,USA,GB00B0DJNP99,conglomerates,sector holding companies,GBP,USD
5189,Tex Hldg,UK,GB0008850470,industrial,engines and heavy machinery,GBP,GBP
5190,Ormonde Mining,Ireland,IE0006627891,primary production,metals and minerals mining and exploration,GBP,EUR
5191,Oilex Ltd,Australia,AU000000OEX8,industrial,oil and gas drilling and exploration,AUD,AUD
5192,DCD Media,UK,GB00BBD7QB75,media publishing,advertising — marketing — media — e—commerce,GBP,GBP
5193,Anglo Asian,UK,GB00B0C18177,primary production,metals and minerals mining and exploration,GBP,USD
5194,Maistro,UK,GB00B8DX2616,IT,search cloud and integrated IT services,GBP,USD
5195,Mirada,UK,GB00B29WFV68,media publishing,advertising — marketing — media — e—commerce,GBP,GBP
5196,Symphony Env,UK,GB0009589168,industrial,waste and water management,GBP,GBP
5197,Sopheon,UK,GB00BSZM1369,IT,search cloud and integrated IT services,GBP,USD
5198,Metminco Ltd,Australia,AU000000MNC7,primary production,metals and minerals mining and exploration,AUD,AUD
5199,Kazera Global PLC,UK,GB00B830HW33,services,financial services,GBP,GBP
5200,Argo,UK,IM00B2RDSS92,services,financial services,GBP,USD
5202,Georgian Mining,UK,VGG9688A1003,primary production,metals and minerals mining and exploration,GBP,GBP
5203,Nature,UK,JE00B3B5FZ40,industrial,waste and water management,GBP,GBP
5204,Sirius Petro,UK,GB00B03VVN93,industrial,oil and gas drilling and exploration,GBP,USD
5205,Petro Matad,Mongolia,IM00B292WR19,industrial,oil and gas drilling and exploration,GBP,USD
5206,ADM Energy,UK,GB00BJFDXW97,industrial,oil and gas drilling and exploration,GBP,GBP
5207,Richland Res,Australia,BMG7567C1064,primary production,metals and minerals mining and exploration,GBP,USD
5208,Vast Res,UK,GB00B142P698,primary production,metals and minerals mining and exploration,GBP,USD
5209,Octagonal,UK,GB00BWWCHQ23,services,financial services,GBP,GBP
5210,Rambler Metals,UK,GB00B06Y3F14,primary production,metals and minerals mining and exploration,GBP,CAD
5211,Water Intelli,USA,GB00B3PFSR32,technology,image processing,GBP,USD
5212,Atrium European,Netherlands,JE00B3DCF752,real estate,retail and malls real estate,EUR,EUR
5213,Urals Energy,Russia,CY0000111027,industrial,oil and gas drilling and exploration,GBP,USD
5214,Craven House,UK,GB00B01TVW49,services,financial services,USD,GBP
5215,Plutus Powergen,UK,GB00B1GDWB47,utilities,electricity distribution and generation,GBP,GBP
5216,Tandem,UK,GB00B460T373,consumer,sports equipment manufacturers and retailers,GBP,GBP
5217,Arden Partners,UK,GB00B15CTY44,services,financial services,GBP,GBP
5218,Botswana Diams,UK,GB00B5TFC825,primary production,metals and minerals mining and exploration,GBP,GBP
5219,BlueRock Diams,UK,GB00B84H1764,primary production,metals and minerals mining and exploration,GBP,GBP
5221,Transense Tech,UK,GB0009360198,vehicles,auto parts and components,GBP,GBP
5222,Modern Water,UK,GB00B1XF5X66,utilities,gas and water utilities,GBP,GBP
5223,China New,China inc HK,JE00B3RWLF12,industrial,power nuclear and heavy engineering,GBP,CNY
5224,Kellan,UK,GB00B03W5P29,services,HR and recruitment,GBP,GBP
5225,Ashley House,UK,GB00B1KKCZ55,industrial,building and construction materials,GBP,GBP
5226,Scholium,UK,GB00BJYS2173,consumer,diversified wholesale and retail,GBP,GBP
5227,Cambium Global,UK,JE00B1NNWQ21,conglomerates,sector holding companies,GBP,GBP
5228,Arcontech,UK,GB0003353371,IT,software providers,GBP,GBP
5229,Chamberlin,UK,GB0001870228,industrial,fabricated metal and composite products,GBP,GBP
5230,CEPS,UK,GB00B86TNX04,services,financial services,GBP,GBP
5231,Bould Opp,UK,GB00B1TK2453,consumer,household appliances and hardware,GBP,GBP
5232,RA Intl,UK,GB00BDZV6W26,construction,infrastructure construction and services,GBP,GBP
5233,Distil,UK,GB0030164023,consumer,beverage manufacturers,GBP,GBP
5234,Rockrose Energy,UK,GB00BYNFCH09,industrial,oil and gas equipment and services,GBP,GBP
5237,BSA Ltd,Australia,AU000000BSA3,services,business services,AUD,AUD
5238,Catenae Innov,UK,GB0033127910,media publishing,publishing and printing,GBP,GBP
5239,PCI,UK,GB0009737155,services,business services,GBP,GBP
5240,RBG Hldgs,UK,GB00BFM6WL52,services,professional services and consulting,GBP,GBP
5241,Havelock Europa,UK,GB0004149356,services,architectural and design services,GBP,GBP
5242,Provexis,UK,GB00B0923P27,consumer,food manufacturers,GBP,GBP
5243,Ovoca Bio,Ireland,IE00B4XVDC01,primary production,metals and minerals mining and exploration,GBP,EUR
5246,Mycelx Tech,USA,US62847T2024,technology,image processing,GBP,USD
5247,Creighton's,UK,GB0002341666,consumer,cosmetics jewellery and luxury products,GBP,GBP
5248,Red Emperor,Australia,AU000000RMP0,industrial,oil and gas drilling and exploration,GBP,AUD
5249,Union Jack,UK,GB00B814XC94,industrial,oil and gas drilling and exploration,GBP,GBP
5250,Equatorial Palm,UK,GB00B2QBNL29,consumer,food manufacturers,GBP,USD
5252,Worldsec Ltd,China inc HK,BMG9774L1019,services,financial services,GBP,USD
5253,Petards,UK,GB00B4YL8F73,industrial,defence products,GBP,GBP
5254,Grafenia,UK,GB0009638130,media publishing,publishing and printing,GBP,GBP
5255,Bellzone Mining,UK,JE00B3N0SJ29,primary production,metals and minerals mining and exploration,GBP,USD
5256,Infrastrata,UK,GB00B28YMP66,industrial,oil and gas drilling and exploration,GBP,GBP
5257,Inspirit Energy,UK,GB00B44W9L31,industrial,building and construction materials,GBP,GBP
5258,Challenger Acqn,UK,GG00BV0LCK35,conglomerates,diversified conglomerates,GBP,GBP
5259,Triad,UK,GB0009035741,IT,search cloud and integrated IT services,GBP,GBP
5260,Mgt Resource,UK,GB00B8BL4R23,services,business services,GBP,AUD
5261,Zoetic Intl,UK,GB00BWC4X262,primary production,oil and gas,GBP,GBP
5262,Fletcher King,UK,GB0003425310,real estate,real estate services,GBP,GBP
5263,Alba Mineral,UK,GB00B06KBB18,primary production,metals and minerals mining and exploration,GBP,GBP
5264,Wey Education,UK,GB00B54NKM12,services,education,GBP,GBP
5265,ValiRx,UK,GB00BWWYSP41,healthcare,pharmaceuticals and biosciences,GBP,GBP
5266,Galantas Gold,Canada,CA36315W2022,primary production,metals and minerals mining and exploration,GBP,CAD
5267,REACT,UK,GB00BZ2JBG28,services,business services,GBP,GBP
5268,Falanx,UK,VGG3338A1075,services,professional services and consulting,GBP,GBP
5269,Cabot Energy,UK,GB00B0D47T64,industrial,oil and gas drilling and exploration,GBP,USD
5270,Biome Tech,UK,GB00B9Z1M820,chemicals,specialist chemicals,GBP,GBP
5271,Lansdowne Oil,UK,GB00B1250X28,industrial,oil and gas drilling and exploration,GBP,GBP
5272,Concepta,UK,GB00BYZ2R301,industrial,oil and gas drilling and exploration,GBP,USD
5273,Fiske,UK,GB0003353157,services,financial services,GBP,GBP
5274,Petrel Res,Ireland,IE0001340177,industrial,oil and gas drilling and exploration,GBP,EUR
5275,21st Century,UK,GB0008866310,welfare and community,security products and services,GBP,GBP
5276,Catena Grp,UK,GB00BYV31355,services,financial services,GBP,GBP
5277,Ramsdens,UK,GB00BDR6V192,services,financial services,GBP,GBP
5278,Mayan Engy,UK,VGG5S26K1079,industrial,oil and gas drilling and exploration,GBP,USD
5279,Zoo Digital,UK,GB00B1FQDL10,IT,software providers,GBP,USD
5280,Starcom Plc,Israel,JE00B8WSDY21,welfare and community,security products and services,GBP,USD
5281,Hutchison AU,Australia,AU000000HTA8,telecommunications,diversified telecommunications,AUD,AUD
5282,EQTEC,Ireland,IE00BH3XCL94,utilities,electricity distribution and generation,GBP,EUR
5283,Touchstar,UK,GB00BD9YDB55,IT,software providers,GBP,GBP
5284,Tertiary Mins,UK,GB0008854563,primary production,metals and minerals mining and exploration,GBP,GBP
5285,SimplyBiz,UK,GB00BG1THS43,services,financial services,GBP,GBP
5286,Agriterra Ltd,UK,GB00B05MGT12,consumer,food manufacturers,GBP,USD
5287,Altitude,UK,GB00B0LSFV82,IT,search cloud and integrated IT services,GBP,GBP
5288,Sabre Insurance,UK,GB00BYWVDP49,services,insurance — general,GBP,GBP
5289,Amedeo Res,UK,GB00BZ0XVY42,services,financial services,GBP,USD
5290,Adams,UK,IM00B986V543,services,financial services,EUR,EUR
5291,Ball Corp,USA,US0584981064,industrial,packaging,USD,USD
5292,Rose Petroleum,USA,GB00B013M672,industrial,oil and gas drilling and exploration,GBP,USD
5293,StratMin Global,UK,GB00B9276C59,primary production,metals and minerals mining and exploration,GBP,GBP
5294,PME African,UK,IM00B1WSL611,construction,infrastructure construction and services,USD,USD
5295,Duke Royalty,UK,GG00BYZSSY63,services,financial services,GBP,GBP
5296,PHSC,UK,GB0033113456,services,business services,GBP,GBP
5297,Limitless Earth,UK,GB00BKXP5L71,services,financial services,GBP,GBP
5298,MotorCycle Hldg,Australia,AU000000MTO9,vehicles,cycles and motorcycles,AUD,AUD
5300,Paragon Env,UK,KYG6906M1069,consumer,hotels travel gambling and leisure,GBP,GBP
5301,KCR Resi REIT,UK,GB00BRKCYB38,real estate,residential real estate,GBP,GBP
5302,SDX Energy,UK,CA78410A1075,industrial,oil and gas drilling and exploration,GBP,CAD
5303,One Media,UK,GB00B1DRDZ07,media publishing,advertising — marketing — media — e—commerce,GBP,GBP
5304,Global Petro,Australia,AU000000GBP6,industrial,oil and gas drilling and exploration,GBP,USD
5305,Edenville Engy,UK,GB00B05MCJ34,primary production,metals and minerals mining and exploration,GBP,GBP
5306,Wishbone Gold,Australia,GI000A1JU9R7,primary production,metals and minerals mining and exploration,GBP,USD
5307,Upland Res,UK,VGG7552A1075,services,financial services,GBP,GBP
5308,Remote Monitore,UK,GB00BFX0ZN92,industrial,aerospace,GBP,USD
5309,MelodyVR Group,UK,GB00BD2YHN21,consumer,entertainment and broadcasting,GBP,GBP
5310,Nostra Terra,UK,GB00BZ76F335,industrial,oil and gas drilling and exploration,GBP,GBP
5311,SEC SpA,Italy,IT0005200453,media publishing,advertising — marketing — media — e—commerce,GBP,EUR
5312,Webis Hldgs,UK,GB0004126271,consumer,hotels travel gambling and leisure,GBP,USD
5313,Cash Converters,Australia,AU000000CCV1,consumer,miscellaneous consumer services,AUD,AUD
5314,3P Learning,Australia,AU0000003PL9,services,education,AUD,AUD
5316,Ascent Res,UK,GB00BZ16J374,industrial,oil and gas drilling and exploration,GBP,GBP
5317,Feedback,UK,GB0003340550,healthcare,medical equipment,GBP,GBP
5318,Armadale Cap,UK,GB00BYMSY631,primary production,metals and minerals mining and exploration,GBP,GBP
5319,City of London,UK,GB0001991685,services,financial services,GBP,GBP
5320,S4 Capital,UK,GB00BFZZM640,media publishing,advertising — marketing — media — e—commerce,GBP,GBP
5321,Aeorema Comm,UK,GB00B4QHH456,media publishing,advertising — marketing — media — e—commerce,GBP,GBP
5322,Urban Logistics,UK,GB00BYV8MN78,real estate,office commercial and industrial real estate,GBP,GBP
5323,Cluff Natural,UK,GB00B6SYKF01,services,financial services,GBP,GBP
5324,EU Supply,UK,GB00BFG35570,IT,software providers,GBP,GBP
5325,TomCo Energy,UK,GB0031782278,industrial,oil and gas drilling and exploration,GBP,GBP
5326,Xenith IP,Australia,AU000000XIP6,services,business services,AUD,AUD
5327,Tricorn,UK,GB0009716340,industrial,industrial components,GBP,GBP
5328,Mountfield,UK,GB00B3CQW227,construction,construction — industrial and diversified,GBP,GBP
5329,Triple P Social,UK,GB00BF0P7H59,real estate,residential real estate,GBP,GBP
5330,LightwaveRF,UK,GB00BKJ9BV58,technology,high precision and instrumentation products,GBP,GBP
5331,Trinity Explor,UK,GB00B8JG4R91,industrial,oil and gas drilling and exploration,GBP,USD
5333,UniVision Eng,China inc HK,HK0000033065,welfare and community,security products and services,GBP,GBP
5334,Nakama,UK,GB0004251970,services,HR and recruitment,GBP,GBP
5335,Solid State,UK,GB0008237132,electrical electronic,electronic components,GBP,GBP
5336,Sosandar,UK,GB00BDGS8G04,consumer,clothing wholesale and retail,GBP,GBP
5338,Sumo Group,UK,GB00BD3HV384,IT,software providers,GBP,GBP
5339,Primorus Inv,UK,GB0002673332,primary production,metals and minerals mining and exploration,GBP,GBP
5340,SysGroup,UK,GB00BYT18182,IT,search cloud and integrated IT services,GBP,GBP
5341,Ten Lifestyle,UK,GB00BF188X60,consumer,hotels travel gambling and leisure,GBP,GBP
5342,Reabold Res,UK,GB00B95L0551,services,financial services,GBP,GBP
5343,CSF,Malaysia,JE00B61NN442,construction,construction — industrial and diversified,GBP,MYR
5345,Bagir,Israel,IL0011317216,consumer,clothing and shoe manufacturers,GBP,USD
5346,Bezant Res,UK,GB00B1CKQD97,primary production,metals and minerals mining and exploration,GBP,GBP
5347,MobilityOne,UK,JE00B1Z48326,IT,search cloud and integrated IT services,GBP,GBP
5348,Image Scan,UK,GB0031410581,welfare and community,security products and services,GBP,GBP
5349,Orsu Metals,UK,VGG6777T1802,primary production,metals and minerals mining and exploration,CAD,USD
5350,Mobile Streams,UK,GB00B0WJ3L68,consumer,entertainment and broadcasting,GBP,GBP
5351,Sabien Tech,UK,GB00B1FPCD38,electrical electronic,electronic finished products,GBP,GBP
5352,GCM Resources,UK,GB00B00KV284,primary production,coal and coal products,GBP,GBP
5353,PowerHouse En,UK,GB00B4WQVY43,utilities,electricity distribution and generation,GBP,USD
5354,Tekmar Group,UK,GB00BDFGGK53,industrial,pipelines and energy storage,GBP,GBP
5355,Immedia,UK,GB0033881904,media publishing,advertising — marketing — media — e—commerce,GBP,GBP
5356,Hague & London,UK,GB00BSNM2916,industrial,oil and gas drilling and exploration,GBP,GBP
5357,Nuformix,UK,GB00BYW79Y38,healthcare,pharmaceuticals and biosciences,GBP,GBP
5358,Braveheart Inv,UK,GB00B13XV322,services,financial services,GBP,GBP
5359,Herencia Res,UK,GB00B069DV22,primary production,metals and minerals mining and exploration,GBP,GBP
5360,Arc Minerals,UK,VGG6829M1005,primary production,metals and minerals mining and exploration,GBP,GBP
5361,H C Slingsby,UK,GB0008138009,industrial,industrial equipment and light machinery,GBP,GBP
5362,Galileo Res,UK,GB00B115T142,primary production,metals and minerals mining and exploration,GBP,GBP
5363,RiverFort,UK,GB0001636918,services,financial services,GBP,GBP
5364,Highway Capital,UK,GB0008579384,services,financial services,GBP,GBP
5365,Norman Broadbt,UK,GB00B3VF4Y66,services,HR and recruitment,GBP,GBP
5366,ECR Minerals,UK,GB00B0P4LQ95,primary production,metals and minerals mining and exploration,GBP,GBP
5367,Two Shields Invest,UK,GB00BYQ5L258,services,financial services,GBP,GBP
5368,TI Fluid,UK,GB00BYQB9V88,vehicles,auto parts and components,GBP,GBP
5369,Hermes Pac Inv,UK,GB00BD02KZ12,services,financial services,GBP,GBP
5370,Karelian Diamo,Ireland,IE00B01ZSK94,primary production,metals and minerals mining and exploration,GBP,EUR
5371,Power Metal Res,UK,GB00BYWJZ743,primary production,metals and minerals mining and exploration,GBP,GBP
5372,Yolo Leisure,UK,GB00BFX2VL54,services,financial services,GBP,GBP
5373,Anglesey Mining,UK,GB0000320472,primary production,metals and minerals mining and exploration,GBP,GBP
5374,Team17,UK,GB00BYVX2X20,consumer,entertainment and broadcasting,GBP,GBP
5375,Trafalgar Prop,UK,GB00B0SP7491,construction,construction — residential,GBP,GBP
5376,John Lewis,UK,GB0004773148,consumer,diversified wholesale and retail,GBP,GBP
5377,Greatland Gold,UK,GB00B15XDH89,primary production,metals and minerals mining and exploration,GBP,GBP
5378,Time Out,UK,GB00BYYV0629,media publishing,publishing and printing,GBP,GBP
5379,Blockchain PLC,UK,GB0006601479,media publishing,publishing and printing,GBP,GBP
5380,MediaZest,UK,GB00B064NT52,media publishing,advertising — marketing — media — e—commerce,GBP,GBP
5381,Gold Road,Australia,AU000000GOR5,primary production,metals and minerals mining and exploration,AUD,AUD
5385,Rockfire Res,UK,GB00B42TN250,primary production,metals and minerals mining and exploration,GBP,USD
5386,Shearwater,UK,GB00B00T3528,primary production,metals and minerals mining and exploration,GBP,GBP
5387,Clear Leisure,UK,GB00B50P5B53,services,financial services,GBP,EUR
5388,Bidstack Group,UK,GB00BZ7M6059,healthcare,healthcare services,GBP,GBP
5391,ProPhotonix,USA,US7434651060,electrical electronic,electronic components,GBP,USD
5392,Alien Metals,UK,VGG017351021,primary production,metals and minerals mining and exploration,GBP,USD
5394,Mosman Oil,Australia,AU0000XINET1,industrial,oil and gas drilling and exploration,GBP,AUD
5395,Energiser Inv,UK,GB00B06CZD75,services,financial services,GBP,GBP
5396,URU Metals,Canada,VGG930041022,primary production,metals and minerals mining and exploration,GBP,USD
5397,Vordere,UK,GB00B6QZLQ32,primary production,metals and minerals mining and exploration,GBP,GBP
5398,Pathfinder Min,UK,GB00BYY0JQ23,primary production,metals and minerals mining and exploration,GBP,GBP
5399,Phimedix,China inc HK,GB00BGP6NY91,primary production,non—ferrous metals production and products,GBP,HKD
5400,MBL,UK,GB00B0W48T45,consumer,diversified wholesale and retail,GBP,GBP
5401,TruFin,UK,JE00BYVWJZ03,services,business services,GBP,GBP
5402,AorTech Intl,UK,GB0033360586,healthcare,medical equipment,GBP,USD
5403,ThinkSmart,UK,AU000XINEAE8,services,financial services,GBP,GBP
5404,Ross Group,UK,GB0002192606,electrical electronic,electronic finished products,GBP,GBP
5405,daVictus,UK,JE00BYY5RQ34,consumer,restaurants,GBP,GBP
5406,Strategic Min,UK,GB00B4W8PD74,primary production,metals and minerals mining and exploration,GBP,USD
5407,Ukrproduct,UK,GB00B03HK741,consumer,food manufacturers,GBP,GBP
5408,Westmount En,UK,GB00B0S5KR31,primary production,oil and gas,GBP,GBP
5409,Tally Ltd,UK,GG00B3M9KL68,primary production,metals and minerals mining and exploration,GBP,GBP
5410,Malvern Intl,UK,GB00B04XB679,services,education,GBP,GBP
5412,Jersey Oil,UK,GB00BYN5YK77,primary production,oil and gas,GBP,GBP
5413,Greencoat UK,UK,GB00B8SC6K54,utilities,electricity distribution and generation,GBP,GBP
5414,Vela Tech,UK,GB00B7D7F340,technology,image processing,GBP,GBP
5415,Holders Tech,UK,GB0004312350,electrical electronic,electrical equipment,GBP,GBP
5416,Thor Mining,UK,GB00B1DXJY95,primary production,metals and minerals mining and exploration,GBP,GBP
5417,Cambria Africa,UK,IM00B28CVH58,conglomerates,diversified conglomerates,GBP,USD
5418,N4 Pharma,UK,GB00BYW8QM32,services,business services,GBP,GBP
5419,Red Rock Res,UK,GB00BYWKBV38,primary production,metals and minerals mining and exploration,GBP,GBP
5420,Auctus Growth,UK,GB00BNGMVP25,services,financial services,GBP,GBP
5421,Great Western,Ireland,IE00B1FR8863,primary production,metals and minerals mining and exploration,GBP,EUR
