period,accountsReceivableTradeNet,additionalPaidInCapital,cashEquivalents,cashandShortTermInvestments,commonStockTotal,currentPortofLTDebtCapitalLeases,deferredIncomeTax,intangiblesNet,longTermDebt,longTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherCurrentliabilitiesTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,otherReceivables,payableAccrued,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInventory,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalReceivablesNet,unrealizedGainLoss,costofRevenueTotal,depreciationAmortization,dilutedAverageShares,dilutedEPS,grossProfit,interestIncExpNetNonOperatingTotal,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,operatingIncome,otherNonOperatingIncExpNet,provisionforIncomeTaxes,researchDevelopment,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,amortization,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,cash,minorityInterest_x,totalPreferredSharesOutstanding,treasuryStockCommon,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,minorityInterest_y,otherOperatingExpensesTotal,totalAdjustmentstoNetIncome,accountsPayable,shortTermInvestments,accruedExpenses,accumulatedDepreciationTotal,goodwillNet,prepaidExpenses,propertyPlantEquipmentTotalGross,eSOPDebtGuarantee,preferredStockNonRedeemableNet,otherRevenueTotal,redeemablePreferredStockTotal,insuranceReceivables,otherAssetsTotal,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,realizedUnrealizedGainsLosses,totalPremiumsEarned,minorityInterest,deferredTaxes,cashDuefromBanks,customerLiabilityAcceptances,netLoans,otherEarningAssetsTotal,totalDeposits,interestIncomeBank,loanLossProvision,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,totalInterestExpense,deferredPolicyAcquisitionCosts,cashPayments,cashReceipts,totalUtilityPlantNet,otherBearingLiabilitiesTotal,totalShortTermBorrowings,equityInAffiliates
2019-07-31,127.858,175.754,201.241,201.241,15.395,,2.199,,,49.902,,0.0,,66.314,,97.215,3.482,0.0,802.955,29.791,2730.025,23.71702,3889.857,123.16783,3806.682,869.269,0.0,2921.174,3477.583,968.683,3889.857,0.0,127.858,,1312.562,,123.46119,2.2959,412.681,-2.624,283.454,283.454,348.691,355.105,-3.79,65.237,,1725.243,54.885,57.57600000000002,,,-2.6260000000000003,3.4289999999999994,62.31100000000001,-123.498,-5.078,296.424,-62.289999999999964,3.0569999999999995,,,-63.538,2.105,167.848,283.45399999999995,72.20299999999999,-2.452,-62.06500000000001,BWY.L,L,,,,,,,,2.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31,112.4,173.7,33.4,33.4,15.3,,2.3,,,46.6,,60.0,,63.0,,102.5,0.9,0.0,724.7,29.6,2504.8,21.89075,3646.3,123.05654,3569.2,847.7,60.0,2693.8,3423.4,952.5,3646.3,0.0,112.4,,1110.5,,123.36214,2.0679,377.5,-1.9,255.1,255.1,313.9,319.8,-4.0,58.8,,1488.0,54.8,57.700000000000045,,,-2.5,4.4,57.0,-57.3,-3.8,-4.5,-328.1,2.7,,,60.0,-0.5,-65.6,255.1,65.8,-1.3,-116.8,BWY.L,L,,0.0,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,60.094,43.162,40.129,40.129,79.338,,0.108,,59.246,1155.295,,0.0,,59.711,,,,0.0,,,1013.953,3.58106,1255.518,317.35098,100.223,59.711,59.246,1136.453,,119.065,1255.518,59.246,60.094,,4.619,,317.35098,-0.81809,-255.947,-1.609,-259.622,-259.622,-258.642,-257.033,,0.98,,-251.328,1.086,1.0860000000000003,,,,1.644,1.0690000000000002,-33.501999999999995,,32.785,14.313000000000002,,,0.34299999999999997,-17,,-0.37400000000000055,-258.642,277.114,,-16.501999999999995,TRY.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,70.503,43.162,40.503,40.503,79.338,,,,59.234,1423.356,,0.0,,62.625,,,0.074,0.0,,,1290.077,4.45115,1534.436,317.35098,111.006,62.625,59.234,1412.577,,121.859,1534.436,59.234,70.503,,6.327,,317.35098,0.35171,115.973,-1.648,111.615,111.615,113.398,115.046,,1.783,,122.3,0.927,0.9269999999999996,,,,1.777,1.252,29.708,,-41.446,-80.544,,,-0.041,57,,-11.779,113.398,-74.3,,-27.292,TRY.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,54.892,43.162,52.282,52.282,79.338,,,,58.085,1291.442,,0.0,,12.52,,,0.243,0.0,,,1205.754,4.18544,1398.859,317.35098,107.174,12.52,58.085,1328.254,,70.605,1398.859,58.085,54.892,,7.69,,317.35098,0.06388,23.065,-1.785,20.273,20.273,20.324,22.109,,0.051,,30.755,0.956,0.9560000000000004,,,,1.791,0.09400000000000008,-15.550000000000011,,60.02300000000001,51.79899999999999,,,-1.828,0,,42.644999999999996,20.323999999999998,-12.100000000000001,,-15.549999999999997,TRY.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,82.0,278.7,64.4,64.4,1.0,173.2,66.1,639,132.0,16.7,,0.0,,23.7,-2.6,34.9,1.0,5.700000000000003,81.5,70.7,199.8,-1.57582,988.3,102.86687,260.9,278.4,305.2,476.9,108.8,511.4,988.3,132.0,87.7,,104.6,34.5,103.09387,0.20564,143.9,-4.8,13.2,13.2,19.5,24.3,0.0,6.3,13.6,248.5,69.2,119.6,2.3,2.1,-7.8,6.2,5.2,-24.9,-39.9,50.6,-13.6,4.7,-2.3,-1.7,-0.7,0.8,-15.9,23.3,34.1,-32.1,-22.7,DPH.L,L,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,99.9,277.9,80.3,80.3,1.0,1.2,81.5,687,306.9,10.1,,0.0,,21.4,21.6,32.9,0.9,7.8999999999999915,95.5,58.4,208.6,-1.73305,1048.5,102.6516,292.1,118.1,308.1,509.1,104.0,539.4,1048.5,306.9,107.8,,106.4,38.7,102.80311,0.30349,144.0,-3.7,15.4,15.4,18.8,22.3,0.2,3.4,13.1,250.4,64.3,121.69999999999999,5.6,-36.0,-11.3,4.3999999999999995,11.4,-18.6,-13.5,25.599999999999994,-39.0,3.2,0.0,-0.09999999999999998,-9.5,0.7,-6.6000000000000005,22.0,75.4,-2.1999999999999957,-9.799999999999997,DPH.L,L,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,89.4,15.6,427.4,695.3,0.1,,8.3,96.9,,32.3,,0.0,1.4,69.2,-16.2,11.8,47.7,0.0,50.8,,811.0,1.06652,963.0,669.09262,786.1,122.2,0.0,810.5,,152.5,963.0,0.0,89.4,,,,713.32603,0.15827,,7.9,112.9,114.2,132.4,124.5,,18.2,,184.9,52.9,60.4,,,-0.8,1.2,37.9,-139.7,30.2,75.6,-55.6,1.7,-12.6,-15.9,,-41.1,-49.8,123.0,6.5,31.0,-86.0,ASHM.L,L,,10.2,,,,-6.3,-1.3,13.8,,,267.9,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,79.4,15.6,477.2,771.9,0.1,,8.4,88.8,,33.4,,0.0,,130.6,14.9,0.0,75.7,0.0,56.1,,812.6,1.12198,1049.2,672.3857,851.3,186.7,0.0,843.2,,206.0,1049.2,0.0,79.4,0.0,,,713.41202,0.14886,,9.8,106.2,107.5,126.9,117.1,,19.4,,166.2,53.5,49.1,,,-0.7000000000000001,,8.3,-44.0,-23.599999999999998,119.6,6.899999999999999,2.1999999999999997,-9.9,-0.1999999999999993,,-1.8000000000000007,51.800000000000004,115.70000000000002,-5.199999999999999,-22.900000000000002,-32.3,ASHM.L,L,,10.9,,,,-19.8,-1.3,15.4,,,294.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,1282,,1640,1670.0,10.0,901,54,558,935,5,12,0.0,5,153,,325,3950,6.0,,3120,5611.0,4.67782,11017.0,998.97029,2982.0,3095.0,2823.0,5621.0,19,5396.0,11017.0,1922.0,1288.0,,3108,9,999.0,0.16617,2566,-31,8.0,8.0,7.0,37.0,,-1.0,,5674.0,1457,2529.0,114,113,-229,25,40,1013.0,-268,671.0,236.0,160,-21,2,1109,0,1418.0,7,155,-39,-75,RMG.L,L,,,,,1,,,949,,2041,30.0,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-29,1283,,222,222.0,10.0,167,55,609,443,5,13,0.0,8,119,,277,3090,5.0,,3088,4927.0,3.93428,8745.0,999.92967,1546.0,2029.0,1614.0,4937.0,28,3808.0,8745.0,1447.0,1288.0,,2848,10,999.57201,0.13106,2318,-19,153.0,153.0,173.0,104.0,,20.0,,5166.0,1329,2214.0,51,10,-113,28,29,-291.0,-6,279.0,-143.0,252,-26,4,-93,-3,-14.0,173,-13,107,-169,RMG.L,L,,,,,88,,,824,,1743,,,,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,1310,,236,236.0,10.0,37,55,631,431,5,12,0.0,8,69,,219,2719,7.0,,2066,4609.0,3.60825,7401.0,999.92967,1588.0,1989.0,556.0,4619.0,27,2782.0,7401.0,519.0,1317.0,,3007,10,1000.0,0.256,2642,-6,170.0,170.0,208.0,204.0,,38.0,,5649.0,1396,2438.0,88,10,-227,4,42,-220.0,-210,455.0,5.0,224,-3,-7,-137,0,18.0,208,8,17,-80,RMG.L,L,,,,,10,,0.0,944,,1883,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-13,129.9,92.4,,253.4,60.3,73.0,1.5,22.8,,,,0.0,,4.3,,43.5,14.5,0.0,224.3,737.9,468.6,0.94576,1424.2,597.08863,649.0,301.6,563.1,587.5,265.7,836.7,1424.2,490.1,129.9,,188.9,,593.9,-0.01835,276.1,-4.1,-10.9,-10.9,-14.2,-9.8,-0.3,-3.3,,465.0,285.9,285.9,,,-22.3,4.6,12.3,-36.3,-21.8,44.1,-0.4,52.7,-4.5,,-22.2,-9.6,-14.0,-9.8,1.6,0.5,0.0,HWDN.L,L,253.4,,,-28.2,,,,,,,,,,,,,-5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28,148.3,92.2,,267.4,60.5,,1.5,24.9,,,,0.0,,20.3,,65.6,14.4,2.6999999999999886,241.4,212.4,498.1,0.98605,944.0,598.64828,692.3,261.7,0.0,615.2,231.8,328.8,944.0,0.0,151.0,,349.0,,596.8,0.24722,582.0,0.5,147.3,147.3,182.6,182.3,-0.2,35.3,,931.0,399.7,399.70000000000005,,,-37.0,,25.400000000000002,-78.69999999999999,-36.1,165.10000000000002,-39.00000000000001,19.1,0.20000000000000007,,,-8.300000000000004,50.3,182.3,2.6999999999999997,0.8999999999999999,-70.6,HWDN.L,L,267.4,,,-29.3,,,,,,,,,,,42.1,,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15,203.2,87.5,,217.1,60.6,,1.5,23.6,,,,0.0,,13.3,,13.8,6.6,0.0,310.6,194.7,444.1,0.88289,892.8,600.29828,667.9,323.9,0.0,553.6,247.6,339.2,892.8,0.0,203.2,,248.4,,603.0,0.10376,404.2,0.6,61.7,61.7,78.1,77.7,-0.2,16.4,,652.6,326.5,326.5,,,-24.1,,20.8,-46.9,-23.6,56.3,-40.4,15.4,-1.1,,,-45.8,-14.2,77.7,3.6,0.5,0.0,HWDN.L,L,217.1,,,-29.3,,,,,,,,,,,,,-9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,361.8,,,500.9,27.8,369.8,46.3,732.3,326.5,13.7,23.3,9.0,0.0,29.1,,168.5,211.4,1.6999999999999886,265.9,348.2,1094.2,1.43687,2415.7,271.2139,1086.8,673.8,729.9,1122.0,222.4,1293.7,2415.7,351.1,363.5,,534.7,5,271.4,0.11606,185.3,-5.2,22.6,24.9,34.6,39.8,0.0,9.7,,720.0,134.2,145.5,6.3,5,-19.4,8.2,11.5,219.0,-18.0,62.0,-14.5,25.4,1.3,6.8,217.7,0,269.8,39.8,6.3,1.4,0.0,VSVS.L,L,500.9,54,,,,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,379.6,,,229.2,27.8,171.7,43.6,708.5,303.2,13.5,22.1,0.0,0.1,40.7,71.8,157.3,198.0,2.8999999999999773,273.6,337.7,963.8,1.30856,2104.5,271.2139,824.7,486.0,474.9,1063.4,212.9,1041.1,2104.5,303.2,382.5,,598.2,5,270.9,0.25692,222.8,-3.8,27.9,30.7,40.0,44.3,-0.5,9.3,,821.0,140.3,178.5,33.2,5,-40.800000000000004,8.600000000000001,18.9,-67.2,-32.1,115.69999999999999,8.699999999999996,24.800000000000004,-5.1000000000000005,-13.399999999999999,-45.4,0,2.999999999999999,44.3,32.900000000000006,8.7,-16.699999999999996,VSVS.L,L,229.2,51,,,,,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,461.4,,,230.0,27.8,68.4,40.8,737.8,468.6,14.2,22.8,0.0,0.0,44.1,,164.8,191.8,1.3000000000000114,310.9,352.5,1087.9,1.39337,2266.3,271.2139,947.2,423.4,537.0,1115.7,254.5,1150.6,2266.3,468.6,462.7,,635.3,5,271.1,0.24456,254.1,-4.2,52.4,55.8,78.6,83.2,-0.4,22.8,,889.4,155.2,170.9000000000001,10.7,5,-24.6,8.7,25.6,-9.8,-53.6,68.4,-55.4,24.9,-2.8,0.7,30.2,0,5.7,83.2,10.7,-29.0,-37.2,VSVS.L,L,230.0,53,,,,,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,512.3,146.7,101.5,423.2,40.0,106.9,96.7,577.9,270.0,11.2,38.7,0.0,165.6,238.9,,159.3,137,21.600000000000023,1996.4,1008.4,1091.6,1.7548,4462.8,399.13274,2689.6,2342.2,672.9,1278.3,1566.9,3184.5,4462.8,566.0,533.9,,4023.7,,407.25021,0.32462,630.9,-24.3,207.8,210.6,248.1,271.4,1.0,37.5,,4654.6,,359.5,-78.1,7.9,-31.699999999999996,33.3,27.099999999999994,-330.1,172.2,237.79999999999998,-11.699999999999989,53.60000000000001,-0.5999999999999996,-56.6,-208.50000000000003,-84.69999999999999,23.299999999999997,271.40000000000003,-83.39999999999999,203.9,-36.3,INCH.L,L,321.5,20.3,,,,,-2.8,437.6,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,605.3,146.7,105.0,460.0,41.3,192.2,90.8,628.6,384.2,10.8,56.1,0.0,13.5,112.3,,220.9,250,29.600000000000023,2284.1,1200.6,1156.2,1.73592,5039.5,412.23004,2893.4,2588.6,966.9,1344.2,1785.0,3695.3,5039.5,774.7,634.9,,4083.9,,416.22633,0.28158,641.2,-25.4,115.1,118.1,153.7,177.2,1.9,35.6,,4725.1,,463.99999999999955,2.6,8.1,-37.9,33.3,47.0,-157.9,-36.2,89.4,-151.8,55.3,-5.2,-2.8,-54.6,-23.9,-107.5,177.2,0.6,1.7,-74.2,INCH.L,L,354.2,20.3,,,,,-3.0,461.4,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,7.961,,,96.577,,37.588,42.151,1.986,448.202,1206.221,,0.0,34.875,30.004,,0.956,39.013,5.942,,4.814,803.085,0.768,1402.272,1036.2571,146.5,95.559,499.378,801.57,,600.702,1402.272,461.79,13.903,,32.025,0.18,1044.77822,0.02661,45.799,-2.934,27.92,27.935,31.082,34.098,-0.082,3.147,,77.824,11.178,11.701,-0.13,0.914,-21.081000000000003,7.247999999999999,0.5309999999999999,124.43100000000001,-124.605,40.449000000000005,6.074999999999999,-2.4270000000000005,-7.247999999999999,,143.42600000000002,-0.406,40.27499999999999,27.935000000000002,7.952000000000002,-103.524,-11.341000000000001,SRE.L,L,96.577,0.246,,-1.515,,0.55,-0.015,-0.077,,9.578,,18.389,,3.738,1.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,2.939,,,43.331,0.0,13.881,39.458,,326.984,1065.232,,0.0,37.714,18.694,,1.41,27.677,10.827,,25.19,785.267,0.75812,1221.008,1029.41524,99.171,53.073,356.559,784.158,,436.85,1221.008,342.678,13.766,,32.647,1.081,1034.85431,0.07024,39.543,-5.506,70.216,70.21,79.683,85.289,-0.1,9.473,,72.19,8.918,-45.745999999999995,2.809,,-13.223,3.936,0.929,7.452,2.363,30.891,-2.985,3.611,-4.461,,23.416,0.0,40.706,70.21,-39.945,15.586,-11.503,SRE.L,L,43.331,0.231,,-1.109,,-58.554,0.006,,,3.47,,17.028,,3.738,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,4.747,,,15.954,0.0,7.408,30.878,,324.053,972.868,,0.0,185.273,19.354,,63.848,1.813,4.678000000000001,,3.438,725.808,0.70643,1193.912,1022.14088,212.055,49.088,331.461,725.808,,468.104,1193.912,324.053,9.425,,32.635,0.677,1017.88706,0.05743,39.669,-5.97,58.248,58.289,66.492,72.547,-0.085,8.203,,72.304,10.447,-32.878,0.236,,-15.569,6.328999999999999,1.6380000000000001,-1.1679999999999993,-31.720000000000006,33.745999999999995,4.5280000000000005,0.677,-6.328999999999999,,17.032,-1.6859999999999995,0.857999999999997,58.289,-29.747999999999998,-16.151,-10.184999999999999,SRE.L,L,15.954,0.237,,,,-44.238,-0.041,,,4.903,,17.423,,3.738,1.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,105.374,359.857,361.962,361.962,74.169,6.309,0.0,4.336,0,85.129,1.09,0.0,,24.928,,122.94,6.438,0.0,352.359,23.192,837.94,8.25259,1795.188,153.60391,1675.003,383.596,22.995,1271.966,1207.667,523.222,1795.188,16.686,105.374,,517.459,,143.57542,0.62428,140.966,-1.647,79.63,79.63,102.277,103.924,,22.647,,658.425,34.871,37.04200000000003,12.846,,1.9620000000000002,1.197,17.159000000000002,127.37100000000001,-22.512999999999998,154.707,46.714,3.208,,,5.562000000000005,149.376,259.565,79.631,25.154,-24.475,-27.566999999999993,VTY.L,L,,,,,,,,-10.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,91.351,217.227,102.397,102.397,67.424,5.107,2.214,2.104,0,61.408,0.563,0.0,,18.089,,97.457,12.881,0.0,351.332,24.912,789.14,7.65511,1565.262,139.9962,1463.394,374.528,22.379,1073.791,1269.646,491.471,1565.262,17.272,91.351,,370.553,,143.82804,0.40847,101.79,-3.321,58.749,58.749,72.476,75.797,,13.727,,472.343,25.993,25.992999999999995,,,-2.527,0.896,16.645,-87.134,-35.371,61.685,-17.588,3.045,,,-36.401,0.345,-60.82,58.748,17.48,-32.844,-51.078,VTY.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,1.977,287.962,132.36,164.572,5.408,2.929,115.445,0.625,,725.547,2.082,1.455,,114.975,0.0,1.22,0.241,0.34999999999999987,19.842,43.838,374.668,2.33876,941.178,285.37062,168.845,139.201,39.298,668.038,,273.14,941.178,34.914,2.327,,,,282.27515,0.23147,,129.709,392.802,380.084,467.351,337.562,0.074,87.267,40.341,5.42,30.161,-332.142,-402.644,,2.526,2.495,,12.860999999999997,50.147,-62.67400000000001,-7.8309999999999995,3.729,-1.28,-0.021999999999999992,-1.679,15.932000000000002,0.3119999999999994,380.084,-525.591,47.621,-0.112,PRTC.L,L,,-17.64,,,0.006,,12.718,,,,32.212,,-7.192,,1.946,51.03,,,,,,,,,,,,,,86.935,,,,,,,,,,,,,,,,,,,
2019-06-30,5.964,278.385,132.048,204.223,5.375,1.146,31.397,7.593,,324.275,,7.391,,282.489,-0.072,10.625,0.582,0.0,21.539,69.777,66.515,1.21281,618.335,282.49387,216.108,312.565,64.649,350.203,,268.132,618.335,56.112,5.964,,,,293.24559,0.09684,,81.481,28.342,-14.019,11.123,-70.317,0.047,25.142,45.507,4.387,29.197,74.704,,,-15.064,,,37.049,13.512,-35.482,24.012,2.936,0.0,-0.082,1.429,35.62,14.997,-14.019,-73.553,28.576,,PRTC.L,L,,-142.567,,,-0.088,,42.361,,,,72.175,,-7.192,,5.921,76.969,,,,,,,,,,,,,,25.142,,,,,,,,,,,,,,,,,,,
2019-12-31,1239.7,545.6,207.9,207.9,25.2,158.7,62.7,332.6,583.3,8.6,0,0.0,,76.3,3.2,104.4,195.5,0.0,1613.9,2158.8,2045.0,3.58985,6440.0,248.19978,2385.4,1848.9,1995.6,2582.7,937.8,3857.3,6440.0,1836.9,1239.7,14.5,,4.9,248.03117,0.45035,,-46.2,110.6,104.7,160.0,208.4,-2.2,55.3,,4184.3,,3975.9,32.8,15.0,-73.19999999999999,49.3,22.799999999999997,-141.5,-28.5,238.59999999999997,-72.69999999999999,139.8,-19.8,,-90.3,6.4,68.6,221.7,-65.2,44.7,-37.8,TPK.L,L,,4.4,,-50.8,,,-0.6,3938.2,,,,,,1359.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,1024.0,545.5,139.3,139.3,25.2,139.8,31.2,318.5,583.2,52.4,0,0.0,0.0,124.4,,460.4,810.8,0.0,1230.5,1982.3,1977.4,3.88942,6237.3,248.34009,1850.6,1494.7,1878.6,2507.1,687.3,3730.2,6237.3,1738.8,1024.0,14.7,,4.1,252.46999,0.48006,,-43.1,10.5,18.1,20.8,64.0,-0.1,2.7,,2771.4,,2707.4,127.3,8.5,-60.4,34.7,30.1,-181.0,-65.9,130.8,-205.3,132.0,-3.4,,-85.3,-13.9,-116.1,219.8,-24.2,-5.5,-78.4,TPK.L,L,,5.1,,-55.7,,,-1.1,2576.0,,,,,,1222.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,192.844,600.954,671.54,671.54,,25.721,78.338,1499.869,935.586,53.395,13.6,0.0,,685.478,-1.42,22.691,74.748,141.154,,450.564,643.148,-0.89983,3097.714,303.79169,1005.538,773.619,1026.581,1226.507,,1871.207,3097.714,1000.86,333.998,,,215.74,301.79025,0.24599,,-56.283,-19.571,13.846,48.15,27.619,76.814,34.304,,1508.448,1173.19,1480.829,91.899,75.33,-74.06700000000001,19.402,13.229999999999997,-313.211,-81.94800000000001,193.498,12.771,26.639,-23.814,2.592,-245.769,-25.035000000000004,-199.069,-36.976,115.73400000000001,-7.881,-18.593000000000004,PTEC.L,L,,-4.301,,-16.175,,,-0.603,,,62.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,177.495,611.839,873.255,873.255,,315.079,73.678,1639.009,870.225,32.44,,0.0,,578.966,39.824,103.019,49.441,106.80399999999997,,475.965,650.828,-1.14176,3354.409,309.29424,1157.554,931.285,1271.714,1285.87,,2068.539,3354.409,956.635,284.299,,,108.598,348.31531,0.06376,,-29.738,16.78,18.008,27.996,51.155,6.579,9.988,,736.066,576.313,684.911,,73.176,-77.166,10.107,36.563,243.961,-118.924,127.44,-48.553,24.946,-10.107,-1.419,331.117,-40.097,251.058,18.008,59.863,-41.758,-36.952,PTEC.L,L,,3.922,,-16.621,,,-1.228,,,37.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,169.8,380.6,1310.5,1310.5,0.0,341.1,0,27.2,26.4,,19.9,0.0,23.5,513.1,-233.1,101.2,183.6,0.0,469.6,2553.0,1280.3,14.13614,4358.1,85.42643,1574.4,1323.8,2039.4,1234.8,70.6,3123.3,4358.1,1698.3,169.8,-193,724.2,186.8,76.57676,-1.18051,366.3,-15.9,-90.5,-90.5,-93.8,-76.3,-1.6,-3.3,,1090.5,224.0,442.5999999999999,0.0,4.2,-186.3,41.10000000000001,6.3,-94.3,-423.59999999999997,195.0,33.099999999999994,182.6,-41.2,0.10000000000000009,-54.6,1.5,-322.8,-93.79999999999995,68.9,-237.29999999999998,,WIZZ.L,L,,,,,,,,31.8,0.1,,,,-1467.6,,0.0,4020.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,252.3,379.1,1633.3,1633.3,0.0,324.3,0,23.1,214.2,,21.1,0.0,41.0,408.1,-6.4,71.2,167.2,0.0,338.1,2214.4,1390.6,21.25587,4405.7,72.7893,1979.9,1070.5,2018.0,1570.3,53.3,2835.4,4405.7,1693.7,252.3,-193,793.9,194.6,127.228,2.91995,876.9,-25.2,371.5,371.5,387.9,414.6,-1.5,16.4,,1670.8,228.3,462.30000000000007,,3.3,-265.9,46.8,6.3,0.7,-258.8,576.9,-42.3,191.4,-46.7,-1.5,47.4,,317.3,387.9,36.6,7.1,,WIZZ.L,L,,,,,,,,39.4,,,,,-1304.1,,0.0,3518.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,8.646,198.988,25.335,25.335,3.099,49.356,,,,659.429,,0.0,,,,,,0.0,3.95,,438.017,2.06536,693.41,309.9237,33.981,53.306,49.356,640.104,,53.306,693.41,0.0,8.646,,2.62,,305.46903,0.28834,88.472,,88.079,88.079,88.108,88.108,,0.029,,91.092,0.364,0.3639999999999999,,,,0.789,0.024,14.117,-0.189,-2.454,-0.736,,,0.519,0.0,14.117,11.993,88.108,-89.826,-0.189,,EWI.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31,0.155,183.754,13.342,13.342,3.026,,,,,572.859,,0.0,,,,,,0.0,49.638,,349.938,1.7737,586.356,302.5987,13.497,49.638,0.0,536.718,,49.638,586.356,0.0,0.155,,2.46,,299.99445,-0.08733,-25.856,,-26.198,-26.198,-26.172,-26.172,,0.026,,-23.396,0.316,0.31599999999999984,,,,0.7470000000000001,0.031,17.675,-13.533000000000001,-2.237,-0.796,,,-0.0030000000000000027,0.20099999999999998,17.474,1.9019999999999992,-26.172000000000004,24.731,-13.533000000000001,,EWI.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,4.576,167.783,11.44,11.44,2.943,,,,,584.08,,0.0,,,,,,0.0,53.234,,376.136,1.8585,600.096,294.2487,16.016,53.234,0.0,546.862,,53.234,600.096,0.0,4.576,,2.294,,288.34911,0.20651,59.93,,59.547,59.547,59.575,59.575,,0.028,,62.224,0.355,0.355,,,,0.722,0.025,13.642,-23.583,-1.957,-0.675,,,-0.269,0.221,13.421,-12.167,59.575,-60.857,-23.583,,EWI.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
